Datased name: Pilot top-down CO2 Budget constrained by the v10 OCO-2 MIP Version 1.0
Data description paper title: National CO2 Budgets (2015-2020) inferred from atmospheric CO2 observations in support of the Global Stocktake
Byrne et al. 2022
contact: Brendan Byrne - email: brendan.k.byrne@jpl.nasa.gov
Created 25 May 2022
Version 1.0
-- Description ---
This is a pilot CO2 Budget for countries over 2015-2020. Estimates of carbon fluxes are obtained by combining top-down constraints on net carbon exchange from atmospheric CO2 and bottom-up process specific fluxes of carbon (fossil fuel emissions and lateral fluxes associated with crop trade and wood trade and river export) with specific data sources listed below.
-- Data sources ---
Net Carbon Exchange (NCE): version 10 of the Orbiting Carbon Observatory Model Intercomparison Project (OCO-2 MIP) [https://gml.noaa.gov/ccgg/OCO2_v10mip/]
Fossil Fuel and cement production emissions (FF):  Open-source Data Inventory for Anthropogenic CO2 (ODIAC) emission data product [Oda et al. 2018; https://doi.org/10.5194/essd-10-87-2018] with day-of-week and diurnal variations from Nassar et al. [2013; https://doi.org/10.1029/2012JD018196]
Crop and Wood lateral fluxes (F wood trade + F crop trade): Following the approaches of Deng et al. [2022; https://doi.org/10.5194/essd-14-1639-2022] and Ciais et al. [2020; https://doi.org/10.1093/nsr/nwaa145] which utilizes crop and wood trade data compiled by Food and Agriculture Organization of the United Nations [FAO; http://www.fao.org/faostat/en/#data]
River lateral fluxes (F rivers export): Combine modeled estiated from Dynamic Land Ecosystem Model (DLEM) [https://chess.auburn.edu/models/] and Deng et al. [2022; https://doi.org/10.5194/essd-14-1639-2022]
-- Variables ---
Alpha 3 Code - three-letter country codes defined in International Organization for Standardization (ISO) 3166-1 -OR- Name of supranational Region
Year - Gregorian calendar year / mean indicates 2015-2020 mean value
IS dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP IS ensemble; Positive flux = decrease in land carbon
IS dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP IS ensemble
LNLG dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP LNLG ensemble; Positive flux = decrease in land carbon
LNLG dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP LNLG ensemble
LNLGIS dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGIS ensemble; Positive flux = decrease in land carbon
LNLGIS dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGOGIS dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGOGIS ensemble; Positive flux = decrease in land carbon
LNLGOGIS dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
IS NBE - net biosphere exchange estimated from the OCO-2 v10 MIP IS ensemble
IS NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP IS ensemble
LNLG NBE - net biosphere exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLG NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLGIS NBE - net biosphere exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGIS NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGOGIS NBE - net biosphere exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
LNLGOGIS NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
IS NCE - net carbon exchange estimated from the OCO-2 v10 MIP IS ensemble
IS NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP IS ensemble
LNLG NCE - net carbon exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLG NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLGIS NCE - net carbon exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGIS NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGOGIS NCE - net carbon exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
LNLGOGIS NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
River - F rivers export -  Lateral flux of carbon by rivers
River unc - F rivers export unc -  Uncertainty in lateral flux of carbon by rivers
Wood+Crop - F wood trade + F crop trade -  Lateral flux of carbon in wood and crops
Wood+Crop unc - F wood trade unc + F crop trade unc - Uncertainty in lateral flux of carbon in wood and crops
FF - Fossil Fuel and cement production emissions; Positive flux from land to atmosphere
FF unc - Uncertainty in Fossil Fuel and cement production emissions
Z-statistic - statistical difference between LNLG and IS NCE defined as (median(NCE_LNLG)-median(NCE_IS))/std(NCE_LNLG-NCE_IS)
Fractional Uncertainty Reduction (FUR) for the IS experiment defined as 1 - Posterior_NCE_std_IS/Prior_NCE_std
Fractional Uncertainty Reduction (FUR) for the LNLG experiment defined as 1 - Posterior_NCE_std_LNLG/Prior_NCE_std
Fractional Uncertainty Reduction (FUR) for the LNLGIS experiment defined as 1 - Posterior_NCE_std_LNLGIS/Prior_NCE_std
Fractional Uncertainty Reduction (FUR) for the LNLGOGIS experiment defined as 1 - Posterior_NCE_std_LNLGOGIS/Prior_NCE_std
----------------
Alpha 3 Code,Year,IS dC_loss (TgCO2),IS dC_loss unc (TgCO2),LNLG dC_loss (TgCO2),LNLG dC_loss unc (TgCO2),LNLGIS dC_loss (TgCO2),LNLGIS dC_loss unc (TgCO2),LNLGOGIS dC_loss (TgCO2),LNLGOGIS dC_loss unc (TgCO2),IS NBE (TgCO2),IS NBE unc (TgCO2),LNLG NBE (TgCO2),LNLG NBE unc (TgCO2),LNLGIS NBE (TgCO2),LNLGIS NBE unc (TgCO2),LNLGOGIS NBE (TgCO2),LNLGOGIS NBE unc (TgCO2),IS NCE (TgCO2),IS NCE unc (TgCO2),LNLG NCE (TgCO2),LNLG NCE unc (TgCO2),LNLGIS NCE (TgCO2),LNLGIS NCE unc (TgCO2),LNLGOGIS NCE (TgCO2),LNLGOGIS NCE unc (TgCO2),Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,FUR IS,FUR LNLG,FUR LNLGIS,FUR LNLGOGIS
THA,mean,9.13822e+01,1.42422e+02,-6.98467e+01,1.32337e+02,3.97696e+01,1.44477e+02,5.30946e+00,8.63031e+01,2.72858e+00,1.39218e+02,-1.58500e+02,1.28883e+02,-4.88841e+01,1.41319e+02,-8.33442e+01,8.09060e+01,2.97852e+02,1.36245e+02,1.36623e+02,1.25665e+02,2.46239e+02,1.38391e+02,2.11779e+02,7.56754e+01,-3.54920e+01,2.54575e+01,-5.31617e+01,-1.59485e+01,2.95123e+02,2.86184e+01,-0.74,0.2,0.49,0.53,0.55
TJK,2015,-2.63180e+00,2.01615e+01,2.96420e+01,3.39775e+01,4.02002e+01,3.70041e+01,1.50212e+01,3.16176e+01,-1.50767e+00,2.01615e+01,3.07661e+01,3.39775e+01,4.13243e+01,3.70041e+01,1.61453e+01,3.16176e+01,8.19996e+00,2.01578e+01,4.04738e+01,3.39753e+01,5.10320e+01,3.70021e+01,2.58530e+01,3.16153e+01,-8.13666e-01,1.17445e+00,1.93779e+00,5.81338e-01,9.70764e+00,3.85836e-01,1.09,0.01,0.34,0.26,0.29
TJK,2016,-2.01797e+00,1.72342e+01,3.97027e+01,4.49875e+01,5.00207e+01,4.53437e+01,5.31321e+00,3.66222e+01,-8.62445e-01,1.72342e+01,4.08582e+01,4.49875e+01,5.11762e+01,4.53437e+01,6.46873e+00,3.66222e+01,9.25226e+00,1.72278e+01,5.09729e+01,4.49850e+01,6.12909e+01,4.53413e+01,1.65834e+01,3.66192e+01,-7.82270e-01,1.23724e+00,1.93779e+00,5.81338e-01,1.01147e+01,4.70492e-01,1.09,0.01,0.34,0.26,0.29
TJK,2017,1.66644e+00,1.96408e+01,1.17734e+01,3.90382e+01,1.08210e+01,3.72405e+01,2.65872e+00,1.71193e+01,2.83295e+00,1.96408e+01,1.29399e+01,3.90382e+01,1.19875e+01,3.72405e+01,3.82523e+00,1.71193e+01,1.32455e+01,1.96326e+01,2.33525e+01,3.90341e+01,2.24001e+01,3.72362e+01,1.42378e+01,1.71099e+01,-7.71290e-01,1.25920e+00,1.93779e+00,5.81338e-01,1.04126e+01,5.67358e-01,0.45,0.01,0.34,0.26,0.29
TJK,2018,-3.17473e+00,1.97152e+01,5.92707e+01,6.79192e+01,3.72618e+01,6.85129e+01,4.14425e+01,5.01654e+01,-1.99784e+00,1.97152e+01,6.04476e+01,6.79192e+01,3.84387e+01,6.85129e+01,4.26194e+01,5.01654e+01,8.95094e+00,1.97070e+01,7.13964e+01,6.79168e+01,4.93874e+01,6.85106e+01,5.35682e+01,5.01622e+01,-7.60904e-01,1.27997e+00,1.93779e+00,5.81338e-01,1.09488e+01,5.67358e-01,0.97,0.01,0.34,0.26,0.29
TJK,2019,-4.68214e+00,2.20966e+01,5.36537e+01,5.66827e+01,5.29054e+01,6.16505e+01,3.82709e+01,3.72707e+01,-3.50462e+00,2.20966e+01,5.48312e+01,5.66827e+01,5.40829e+01,6.16505e+01,3.94484e+01,3.72707e+01,7.38185e+00,2.20932e+01,6.57176e+01,5.66814e+01,6.49694e+01,6.16493e+01,5.03349e+01,3.72687e+01,-7.60282e-01,1.28122e+00,1.93779e+00,5.81338e-01,1.08865e+01,3.85836e-01,1.14,0.01,0.34,0.26,0.29
TJK,2020,-1.83300e+00,2.01759e+01,5.48258e+01,4.02261e+01,5.60715e+01,4.93148e+01,3.39998e+01,4.34351e+01,-6.72891e-01,2.01759e+01,5.59859e+01,4.02261e+01,5.72316e+01,4.93148e+01,3.51599e+01,4.34351e+01,9.44832e+00,2.01722e+01,6.61071e+01,4.02242e+01,6.73528e+01,4.93133e+01,4.52811e+01,4.34334e+01,-7.77682e-01,1.24642e+00,1.93779e+00,5.81338e-01,1.01212e+01,3.85836e-01,1.29,0.01,0.34,0.26,0.29
TJK,mean,-3.20791e+00,2.18470e+01,4.96141e+01,4.80728e+01,4.93135e+01,4.77048e+01,3.37603e+01,3.71622e+01,-2.04780e+00,2.18036e+01,5.07742e+01,4.80531e+01,5.04736e+01,4.76850e+01,3.49204e+01,3.71368e+01,8.31743e+00,2.17988e+01,6.11394e+01,4.80509e+01,6.08388e+01,4.76828e+01,4.52856e+01,3.71339e+01,-7.77682e-01,1.24642e+00,1.93779e+00,5.81338e-01,1.03652e+01,4.60453e-01,1.15,0.01,0.34,0.26,0.29
TKM,2015,-3.72877e-01,1.59285e+01,1.67317e+01,3.67596e+01,3.37700e+00,3.31983e+01,-4.72256e-01,2.15590e+01,-2.61997e-01,1.59285e+01,1.68426e+01,3.67596e+01,3.48788e+00,3.31983e+01,-3.61377e-01,2.15590e+01,6.75571e+01,1.50520e+01,8.46616e+01,3.63884e+01,7.13069e+01,3.27868e+01,6.74577e+01,2.09198e+01,-8.43367e-01,1.41810e+00,9.54246e-01,2.86274e-01,6.78191e+01,5.21096e+00,0.83,0.0,0.04,0.09,0.01
TKM,2016,3.08655e+00,1.73740e+01,1.38060e+01,4.66724e+01,1.05207e+01,3.53458e+01,4.80587e+00,2.26936e+01,3.18045e+00,1.73740e+01,1.38999e+01,4.66724e+01,1.06146e+01,3.53458e+01,4.89977e+00,2.26936e+01,7.31223e+01,1.65753e+01,8.38418e+01,4.63810e+01,8.05564e+01,3.49601e+01,7.48416e+01,2.20882e+01,-8.60349e-01,1.38414e+00,9.54246e-01,2.86274e-01,6.99418e+01,5.20716e+00,0.29,0.0,0.04,0.09,0.01
TKM,2017,3.51070e+00,3.23690e+01,1.82438e+01,3.99399e+01,1.07987e+01,4.65809e+01,2.94526e+00,2.90800e+01,3.61695e+00,3.23690e+01,1.83500e+01,3.99399e+01,1.09050e+01,4.65809e+01,3.05150e+00,2.90800e+01,7.45912e+01,3.19465e+01,8.93243e+01,3.95983e+01,8.18792e+01,4.62884e+01,7.40257e+01,2.86090e+01,-8.48000e-01,1.40884e+00,9.54246e-01,2.86274e-01,7.09742e+01,5.21258e+00,0.5,0.0,0.04,0.09,0.01
TKM,2018,-4.42763e+00,1.68806e+01,7.08192e+01,9.48074e+01,5.46486e+01,8.12147e+01,1.81242e+01,3.35280e+01,-4.31443e+00,1.68806e+01,7.09324e+01,9.48074e+01,5.47618e+01,8.12147e+01,1.82374e+01,3.35280e+01,7.25855e+01,1.60556e+01,1.47832e+02,9.46640e+01,1.31662e+02,8.10473e+01,9.51373e+01,3.31203e+01,-8.41047e-01,1.42274e+00,9.54246e-01,2.86274e-01,7.68999e+01,5.21258e+00,0.8,0.0,0.04,0.09,0.01
TKM,2019,-1.69908e-01,1.83104e+01,1.06120e+01,4.92341e+01,-6.03400e-01,3.40543e+01,1.15576e-01,2.00995e+01,-4.51358e-02,1.83104e+01,1.07368e+01,4.92341e+01,-4.78628e-01,3.40543e+01,2.40348e-01,2.00995e+01,8.27466e+01,1.75533e+01,9.35285e+01,4.89575e+01,8.23131e+01,3.36533e+01,8.30321e+01,1.94123e+01,-8.29474e-01,1.44589e+00,9.54246e-01,2.86274e-01,8.27918e+01,5.21096e+00,0.21,0.0,0.04,0.09,0.01
TKM,2020,-7.06155e-02,1.46165e+01,1.94801e+01,4.68480e+01,2.42349e+01,4.60893e+01,6.59493e-01,1.68581e+01,3.91832e-02,1.46165e+01,1.95899e+01,4.68480e+01,2.43447e+01,4.60893e+01,7.69291e-01,1.68581e+01,7.68840e+01,1.36560e+01,9.64347e+01,4.65573e+01,1.01190e+02,4.57938e+01,7.76141e+01,1.60325e+01,-8.44447e-01,1.41594e+00,9.54246e-01,2.86274e-01,7.68449e+01,5.21096e+00,0.51,0.0,0.04,0.09,0.01
TKM,mean,-1.18733e-01,1.63661e+01,1.66801e+01,4.89164e+01,5.88415e+00,4.60990e+01,3.18630e-01,2.79230e+01,-8.93413e-03,1.63022e+01,1.67899e+01,4.88951e+01,5.99395e+00,4.60764e+01,4.28428e-01,2.78856e+01,7.42030e+01,1.54469e+01,9.10019e+01,4.86166e+01,8.02059e+01,4.57808e+01,7.46404e+01,2.73944e+01,-8.44447e-01,1.41594e+00,9.54246e-01,2.86274e-01,7.42120e+01,5.21087e+00,0.51,0.0,0.04,0.09,0.01
TLS,2015,5.77791e-01,2.09232e+00,4.75294e-02,2.07716e+00,-1.86539e-01,3.68361e+00,-5.37743e-01,1.36172e+00,-9.91781e-01,2.09232e+00,-1.52204e+00,2.07716e+00,-1.75611e+00,3.68361e+00,-2.10732e+00,1.36172e+00,-3.66683e-01,2.09218e+00,-8.96945e-01,2.07702e+00,-1.13101e+00,3.68354e+00,-1.48222e+00,1.36152e+00,-1.66157e+00,1.65078e+00,9.19970e-02,2.75991e-02,6.25098e-01,2.36097e-02,-0.39,-0.0,0.03,0.06,0.12
TLS,2016,9.40377e-01,2.16352e+00,1.57417e+00,2.85474e+00,7.76945e-01,2.16121e+00,1.64155e+00,4.77216e+00,-8.91502e-01,2.16352e+00,-2.57710e-01,2.85474e+00,-1.05494e+00,2.16121e+00,-1.90332e-01,4.77216e+00,-2.33373e-01,2.16340e+00,4.00419e-01,2.85465e+00,-3.96806e-01,2.16109e+00,4.67797e-01,4.77210e+00,-1.92388e+00,1.12617e+00,9.19970e-02,2.75991e-02,6.58129e-01,2.32650e-02,0.21,-0.0,0.03,0.06,0.12
TLS,2017,8.92535e-01,1.82546e+00,9.64298e-01,4.49678e+00,-3.70432e-01,2.43658e+00,1.08046e+00,3.17389e+00,-9.40349e-01,1.82546e+00,-8.68586e-01,4.49678e+00,-2.20332e+00,2.43658e+00,-7.52420e-01,3.17389e+00,-2.62423e-01,1.82531e+00,-1.90659e-01,4.49672e+00,-1.52539e+00,2.43646e+00,-7.44932e-02,3.17380e+00,-1.92488e+00,1.12416e+00,9.19970e-02,2.75991e-02,6.77927e-01,2.34373e-02,0.03,-0.0,0.03,0.06,0.12
TLS,2018,1.26135e+00,1.50276e+00,1.40906e+00,2.89633e+00,2.44368e-01,2.34590e+00,1.40906e+00,3.57386e+00,-3.32336e-01,1.50276e+00,-1.84629e-01,2.89633e+00,-1.34932e+00,2.34590e+00,-1.84629e-01,3.57386e+00,4.59137e-01,1.50258e+00,6.06844e-01,2.89623e+00,-5.57847e-01,2.34579e+00,6.06844e-01,3.57378e+00,-1.68569e+00,1.60255e+00,9.19970e-02,2.75991e-02,7.91473e-01,2.34373e-02,0.06,-0.0,0.03,0.06,0.12
TLS,2019,6.95305e-01,2.73816e+00,1.88301e+00,4.22668e+00,1.91478e+00,4.61798e+00,1.42525e+00,2.18141e+00,-8.75272e-01,2.73816e+00,3.12438e-01,4.22668e+00,3.44199e-01,4.61798e+00,-1.45322e-01,2.18141e+00,-2.51959e-02,2.73806e+00,1.16251e+00,4.22662e+00,1.19427e+00,4.61792e+00,7.04754e-01,2.18129e+00,-1.66257e+00,1.64877e+00,9.19970e-02,2.75991e-02,8.50076e-01,2.36097e-02,0.53,-0.0,0.03,0.06,0.12
TLS,2020,7.18525e-01,1.50297e+00,2.76876e+00,1.39367e+00,1.97943e+00,2.14040e+00,1.45247e+00,2.08414e+00,-9.61196e-01,1.50297e+00,1.08904e+00,1.39367e+00,2.99711e-01,2.14040e+00,-2.27247e-01,2.08414e+00,-2.79785e-01,1.50279e+00,1.77045e+00,1.39347e+00,9.81122e-01,2.14027e+00,4.54164e-01,2.08401e+00,-1.77172e+00,1.43049e+00,9.19970e-02,2.75991e-02,6.81411e-01,2.36097e-02,0.66,-0.0,0.03,0.06,0.12
TLS,mean,8.71925e-01,1.59099e+00,1.67030e+00,2.16916e+00,1.58195e+00,2.03836e+00,1.32819e+00,3.01939e+00,-8.07795e-01,6.95852e-01,-9.42130e-03,1.63040e+00,-9.77731e-02,1.45185e+00,-3.51530e-01,2.65889e+00,-9.37758e-02,6.95456e-01,7.04598e-01,1.63023e+00,6.16246e-01,1.45166e+00,3.62489e-01,2.65878e+00,-1.77172e+00,1.43049e+00,9.19970e-02,2.75991e-02,7.14019e-01,2.34948e-02,0.66,-0.0,0.03,0.06,0.12
TON,2015,-5.81725e+00,1.85211e+00,-5.44763e+00,1.77374e+00,-5.01910e+00,2.29458e+00,-9.14947e+00,2.96746e+00,-5.81727e+00,1.85211e+00,-5.44765e+00,1.77374e+00,-5.01912e+00,2.29458e+00,-9.14949e+00,2.96746e+00,-5.57908e+00,1.85207e+00,-5.20946e+00,1.77370e+00,-4.78093e+00,2.29455e+00,-8.91130e+00,2.96744e+00,-2.08491e-05,4.16981e-05,0.00000e+00,0.00000e+00,2.38190e-01,1.22210e-02,0.19,0.4,0.08,0.4,0.47
TON,2016,-5.04967e+00,6.20127e-01,-5.21174e+00,8.10460e-01,-4.66829e+00,2.23750e+00,-7.40879e+00,2.24943e+00,-5.04969e+00,6.20127e-01,-5.21176e+00,8.10460e-01,-4.66832e+00,2.23750e+00,-7.40882e+00,2.24943e+00,-4.79552e+00,6.19992e-01,-4.95759e+00,8.10357e-01,-4.41415e+00,2.23746e+00,-7.15465e+00,2.24939e+00,-2.62961e-05,5.25923e-05,0.00000e+00,0.00000e+00,2.54169e-01,1.29617e-02,-0.16,0.4,0.08,0.4,0.47
TON,2017,-5.71608e+00,1.18115e+00,-5.68823e+00,3.94521e-01,-5.97678e+00,1.13122e+00,-6.00106e+00,1.58540e+00,-5.71611e+00,1.18115e+00,-5.68826e+00,3.94521e-01,-5.97680e+00,1.13122e+00,-6.00109e+00,1.58540e+00,-5.45667e+00,1.18104e+00,-5.42883e+00,3.94200e-01,-5.71737e+00,1.13111e+00,-5.74165e+00,1.58532e+00,-2.65466e-05,5.30931e-05,0.00000e+00,0.00000e+00,2.59432e-01,1.59243e-02,0.01,0.4,0.08,0.4,0.47
TON,2018,-7.01614e+00,2.35334e+00,-5.56591e+00,1.44383e+00,-7.23271e+00,1.91382e+00,-6.71025e+00,1.97060e+00,-7.01615e+00,2.35334e+00,-5.56592e+00,1.44383e+00,-7.23272e+00,1.91382e+00,-6.71026e+00,1.97060e+00,-6.69945e+00,2.35328e+00,-5.24922e+00,1.44374e+00,-6.91603e+00,1.91375e+00,-6.39356e+00,1.97053e+00,-9.89235e-06,1.97847e-05,0.00000e+00,0.00000e+00,3.16695e-01,1.59243e-02,0.39,0.4,0.08,0.4,0.47
TON,2019,-5.31786e+00,1.39307e+00,-5.55271e+00,2.07749e-01,-4.63402e+00,2.03689e+00,-5.95734e+00,2.09430e+00,-5.31788e+00,1.39307e+00,-5.55273e+00,2.07749e-01,-4.63404e+00,2.03689e+00,-5.95736e+00,2.09430e+00,-4.97131e+00,1.39302e+00,-5.20617e+00,2.07389e-01,-4.28748e+00,2.03685e+00,-5.61080e+00,2.09427e+00,-1.95969e-05,3.91938e-05,0.00000e+00,0.00000e+00,3.46562e-01,1.22210e-02,-0.12,0.4,0.08,0.4,0.47
TON,2020,-5.45315e+00,8.04122e-01,-5.47767e+00,1.11554e+00,-5.60536e+00,1.77236e+00,-5.90804e+00,1.41959e+00,-5.45317e+00,8.04122e-01,-5.47769e+00,1.11554e+00,-5.60538e+00,1.77236e+00,-5.90806e+00,1.41959e+00,-5.14546e+00,8.04029e-01,-5.16998e+00,1.11547e+00,-5.29767e+00,1.77232e+00,-5.60035e+00,1.41953e+00,-2.06362e-05,4.12724e-05,0.00000e+00,0.00000e+00,3.07711e-01,1.22210e-02,-0.01,0.4,0.08,0.4,0.47
TON,mean,-6.03924e+00,8.12843e-01,-5.72512e+00,7.59102e-01,-5.72136e+00,1.44099e+00,-6.42575e+00,1.25779e+00,-6.03926e+00,8.12843e-01,-5.72514e+00,7.59102e-01,-5.72138e+00,1.44099e+00,-6.42577e+00,1.25779e+00,-5.75214e+00,8.12730e-01,-5.43802e+00,7.58980e-01,-5.43425e+00,1.44093e+00,-6.13865e+00,1.25772e+00,-2.06362e-05,4.12724e-05,0.00000e+00,0.00000e+00,2.87127e-01,1.35789e-02,0.42,0.4,0.08,0.4,0.47
TTO,2015,-5.70553e-01,5.08274e+00,9.61009e-01,4.90255e+00,8.33094e-01,4.80646e+00,8.83110e-01,4.67687e+00,8.07769e-02,5.08274e+00,1.61234e+00,4.90255e+00,1.48442e+00,4.80646e+00,1.53444e+00,4.67687e+00,1.57190e+01,2.24532e+00,1.72506e+01,1.80062e+00,1.71227e+01,1.51961e+00,1.71727e+01,1.03938e+00,-1.80894e-01,2.71588e-02,8.32224e-01,2.49667e-01,1.56383e+01,4.55991e+00,0.61,0.02,-0.05,-0.04,0.05
TTO,2016,1.44344e+00,4.46687e+00,2.04717e+00,5.06765e+00,1.95489e+00,4.83236e+00,1.44876e+00,4.19681e+00,2.09828e+00,4.46687e+00,2.70201e+00,5.06765e+00,2.60973e+00,4.83236e+00,2.10360e+00,4.19681e+00,1.76329e+01,1.88989e+00,1.82366e+01,3.04957e+00,1.81443e+01,2.64017e+00,1.76382e+01,1.10996e+00,-1.77385e-01,3.41759e-02,8.32224e-01,2.49667e-01,1.55346e+01,4.04737e+00,0.53,0.02,-0.05,-0.04,0.05
TTO,2017,-3.82580e-02,4.20063e+00,8.32220e-01,4.14638e+00,9.41881e-01,4.19516e+00,3.03340e-01,4.34257e+00,5.98958e-01,4.20063e+00,1.46944e+00,4.14638e+00,1.57910e+00,4.19516e+00,9.40556e-01,4.34257e+00,1.60869e+01,1.16098e+00,1.69574e+01,9.46078e-01,1.70670e+01,1.14104e+00,1.64285e+01,1.60015e+00,-1.95008e-01,1.06924e-03,8.32224e-01,2.49667e-01,1.54879e+01,4.03700e+00,1.0,0.02,-0.05,-0.04,0.05
TTO,2018,-1.65233e-01,4.07313e+00,9.68018e-01,4.48398e+00,4.77677e-01,4.19045e+00,1.31521e+00,4.51654e+00,4.62628e-01,4.07313e+00,1.59588e+00,4.48398e+00,1.10554e+00,4.19045e+00,1.94307e+00,4.51654e+00,1.62862e+01,5.41291e-01,1.74195e+01,1.95157e+00,1.69291e+01,1.12360e+00,1.77667e+01,2.02527e+00,-2.04363e-01,1.97807e-02,8.32224e-01,2.49667e-01,1.58236e+01,4.03700e+00,0.43,0.02,-0.05,-0.04,0.05
TTO,2019,-7.25949e-02,4.78928e+00,1.47195e+00,4.95719e+00,1.19637e+00,4.75482e+00,9.05683e-01,5.48305e+00,5.65427e-01,4.78928e+00,2.10997e+00,4.95719e+00,1.83439e+00,4.75482e+00,1.54371e+00,5.48305e+00,1.68070e+01,1.46436e+00,1.83516e+01,1.94445e+00,1.80760e+01,1.34742e+00,1.77853e+01,3.04483e+00,-1.94202e-01,5.42758e-04,8.32224e-01,2.49667e-01,1.62416e+01,4.55991e+00,1.15,0.02,-0.05,-0.04,0.05
TTO,2020,1.27873e+00,4.86829e+00,2.03065e+00,4.85433e+00,1.47245e+00,4.82875e+00,7.30224e-01,5.07287e+00,1.92058e+00,4.86829e+00,2.67250e+00,4.85433e+00,2.11430e+00,4.82875e+00,1.37208e+00,5.07287e+00,1.69916e+01,1.70511e+00,1.77436e+01,1.66484e+00,1.71854e+01,1.58872e+00,1.64431e+01,2.22288e+00,-1.90370e-01,1.65455e-02,8.32224e-01,2.49667e-01,1.50711e+01,4.55991e+00,0.58,0.02,-0.05,-0.04,0.05
TTO,mean,9.11778e-02,4.48885e+00,1.63396e+00,4.63694e+00,1.35423e+00,4.55348e+00,9.02524e-01,4.75683e+00,7.33031e-01,4.48187e+00,2.27581e+00,4.63018e+00,1.99609e+00,4.54660e+00,1.54438e+00,4.75025e+00,1.63659e+01,1.26315e+00,1.79087e+01,1.71668e+00,1.76289e+01,1.47646e+00,1.71772e+01,2.01823e+00,-1.90370e-01,1.65455e-02,8.32224e-01,2.49667e-01,1.56328e+01,4.30019e+00,1.0,0.02,-0.05,-0.04,0.05
TUN,2015,-4.33354e+00,8.35868e+00,-2.03320e+01,1.48257e+01,-1.25531e+01,8.22581e+00,-1.35997e+01,1.10997e+01,1.31309e+00,8.35868e+00,-1.46854e+01,1.48257e+01,-6.90645e+00,8.22581e+00,-7.95304e+00,1.10997e+01,5.31317e+01,8.16893e+00,3.71333e+01,1.47195e+01,4.49122e+01,8.03293e+00,4.38656e+01,1.09575e+01,-2.37475e-01,3.97717e-01,5.88411e+00,1.76523e+00,5.18186e+01,1.77090e+00,-1.02,0.02,0.05,0.01,0.06
TUN,2016,-5.92659e+00,5.63554e+00,-1.11396e+01,8.94988e+00,-1.05035e+01,5.19724e+00,-9.05791e+00,9.23172e+00,-2.67509e-01,5.63554e+00,-5.48054e+00,8.94988e+00,-4.84441e+00,5.19724e+00,-3.39883e+00,9.23172e+00,5.29361e+01,5.35634e+00,4.77231e+01,8.77676e+00,4.83592e+01,4.89310e+00,4.98048e+01,9.06398e+00,-2.25027e-01,4.22612e-01,5.88411e+00,1.76523e+00,5.32036e+01,1.75182e+00,-0.38,0.02,0.05,0.01,0.06
TUN,2017,-5.72434e+00,6.57648e+00,-1.64547e+01,1.06142e+01,-1.27935e+01,1.07121e+01,-1.24856e+01,1.06666e+01,-6.89895e-02,6.57648e+00,-1.07993e+01,1.06142e+01,-7.13813e+00,1.07121e+01,-6.83028e+00,1.06666e+01,5.55418e+01,6.33492e+00,4.48114e+01,1.04663e+01,4.84727e+01,1.05655e+01,4.87805e+01,1.05194e+01,-2.28762e-01,4.15142e-01,5.88411e+00,1.76523e+00,5.56108e+01,1.76602e+00,-0.68,0.02,0.05,0.01,0.06
